run_id,qubits,workload,family,strategy,marked_states,zfp_mode,zfp_precision,chunk_states,cache_slots,nthreads,exit_code,time_sec,max_memory_mb,measured_state,stdout_path,stderr_path,profile_path,command,accuracy_kind,bitwise_equal,max_abs_amplitude_error,max_abs_component_error,rel_l2,rmse_amplitude,max_abs_probability_error,total_probability_diff,worst_state
q22_grover_single_7n8_dense,22,grover_single_7n8,grover,dense,3670016,,,,,,0,6.003000,68.410000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_single_7n8_blosc,22,grover_single_7n8,grover,blosc,3670016,,,32768,8,4,0,29.007000,11.645000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_single_7n8_zfp,22,grover_single_7n8,grover,zfp,3670016,FixedPrecision,40,32768,8,4,0,249.084000,35.527000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.2343846557881863e-09,1.0991243470925838e-09,1.5656339164691322e-09,7.6446968577496784e-13,1.1236211960863329e-09,1.1236250818669191e-09,3670016
q22_grover_multi_dense,22,grover_multi,grover,dense,"524288,2097152,3670016",,,,,,0,3.001000,68.453000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy dense",reference,true,0,0,0,0,0,0,0
q22_grover_multi_blosc,22,grover_multi,grover,blosc,"524288,2097152,3670016",,,32768,8,4,0,17.004000,11.801000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q22_grover_multi_zfp,22,grover_multi,grover,zfp,"524288,2097152,3670016",FixedPrecision,40,32768,8,4,0,147.054000,35.859000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,5.4328600099266632e-10,4.943103704135865e-10,1.2413053612297404e-09,6.0610613343554569e-13,2.6029967070684279e-10,7.8087425414707923e-10,524288
q22_grover_lazy_single_n8_dense,22,grover_lazy_single_n8,grover_lazy,dense,524288,,,,,,0,0.000000,38.984000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_lazy_single_n8_blosc,22,grover_lazy_single_n8,grover_lazy,blosc,524288,,,32768,8,4,0,0.000000,6.848000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_lazy_single_n8_zfp,22,grover_lazy_single_n8,grover_lazy,zfp,524288,FixedPrecision,40,32768,8,4,0,0.000000,5.859000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.0379075144765491e-11,2.9553201915635472e-11,5.9107983947753556e-11,2.8861320286731494e-14,1.4070744569494309e-11,1.4070744569494309e-11,524288
q22_grover_lazy_single_n2_dense,22,grover_lazy_single_n2,grover_lazy,dense,2097152,,,,,,0,0.000000,56.098000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 2097152 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_lazy_single_n2_blosc,22,grover_lazy_single_n2,grover_lazy,blosc,2097152,,,32768,8,4,0,0.000000,6.641000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 2097152 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_lazy_single_n2_zfp,22,grover_lazy_single_n2,grover_lazy,zfp,2097152,FixedPrecision,40,32768,8,4,0,0.000000,5.586000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 2097152 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.0379075144765491e-11,2.9553201915635472e-11,5.9107983945650643e-11,2.886132028581509e-14,1.4070744569494309e-11,1.4070633547191846e-11,2097152
q22_grover_lazy_single_7n8_dense,22,grover_lazy_single_7n8,grover_lazy,dense,3670016,,,,,,0,0.000000,48.695000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 3670016 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_lazy_single_7n8_blosc,22,grover_lazy_single_7n8,grover_lazy,blosc,3670016,,,32768,8,4,0,0.000000,6.801000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_lazy_single_7n8_zfp,22,grover_lazy_single_7n8,grover_lazy,zfp,3670016,FixedPrecision,40,32768,8,4,0,0.000000,5.582000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.0379075144765491e-11,2.9553201915635472e-11,5.9107983944016522e-11,2.8861320285127582e-14,1.4070744569494309e-11,1.4070855591796771e-11,3670016
q22_grover_lazy_multi_dense,22,grover_lazy_multi,grover_lazy,dense,"524288,2097152,3670016",,,,,,0,0.000000,38.203000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288,2097152,3670016 --strategy dense",reference,true,0,0,0,0,0,0,0
q22_grover_lazy_multi_blosc,22,grover_lazy_multi,grover_lazy,blosc,"524288,2097152,3670016",,,32768,8,4,0,0.000000,6.949000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288,2097152,3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q22_grover_lazy_multi_zfp,22,grover_lazy_multi,grover_lazy,zfp,"524288,2097152,3670016",FixedPrecision,40,32768,8,4,0,0.000000,5.688000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288,2097152,3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,1.7298963311358625e-11,1.7275043639858857e-11,5.5163116778603425e-11,2.6935115615556137e-14,7.9594109081426723e-12,2.3878454769032942e-11,524416
q23_qft_pattern_dense,23,qft_pattern,qft,dense,,,,,,,0,1.000000,148.309000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_pattern_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family pattern --strategy dense,reference,true,0,0,0,0,0,0,0
q23_qft_pattern_blosc,23,qft_pattern,qft,blosc,,,,32768,8,4,0,3.001000,41.867000,4718592,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_pattern_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family pattern --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_qft_pattern_zfp,23,qft_pattern,qft,zfp,,FixedPrecision,40,32768,8,4,0,6.002000,33.930000,6291456,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_pattern_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_pattern_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family pattern --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.7857887661870836e-11,3.4901859180536121e-11,1.3339408462554867e-10,4.6056573148875717e-14,1.9151513708237644e-11,4.8517412309934116e-11,3702784
q23_qft_high_entropy_dense,23,qft_high_entropy,qft,dense,,,,,,,0,2.001000,260.293000,1712894,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_high_entropy_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family random-phase --strategy dense,reference,true,0,0,0,0,0,0,0
q23_qft_high_entropy_blosc,23,qft_high_entropy,qft,blosc,,,,32768,8,4,0,17.006000,275.508000,2273035,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_high_entropy_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family random-phase --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_qft_high_entropy_zfp,23,qft_high_entropy,qft,zfp,,FixedPrecision,40,32768,8,4,0,169.060000,215.852000,7642456,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_qft_high_entropy_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_qft_high_entropy_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 23 --input-family random-phase --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,2.8235033699442655e-11,2.482899465455074e-11,3.1459253494844454e-10,1.0861841541635613e-13,2.0846492030448675e-14,1.1313172620930345e-13,4210689
q23_grover_single_n8_dense,23,grover_single_n8,grover,dense,1048576,,,,,,0,20.010000,132.449000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_single_n8_blosc,23,grover_single_n8,grover,blosc,1048576,,,32768,8,4,0,82.020000,11.996000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_single_n8_zfp,23,grover_single_n8,grover,zfp,1048576,FixedPrecision,40,32768,8,4,0,710.258000,60.590000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.85270883275206e-09,1.726448317640461e-09,2.4070559751222996e-09,8.3107695460123839e-13,1.3444794166872498e-09,1.344452105200844e-09,1048576
q23_grover_single_n2_dense,23,grover_single_n2,grover,dense,4194304,,,,,,0,20.010000,132.469000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 4194304 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_single_n2_blosc,23,grover_single_n2,grover,blosc,4194304,,,32768,8,4,0,82.020000,12.039000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 4194304 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_single_n2_zfp,23,grover_single_n2,grover,zfp,4194304,FixedPrecision,40,32768,8,4,0,710.248000,60.543000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 4194304 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.85270883275206e-09,1.726448317640461e-09,2.4070559754585386e-09,8.3107695465339621e-13,1.3444794166872498e-09,1.3443710589200464e-09,4194304
q23_grover_single_7n8_dense,23,grover_single_7n8,grover,dense,7340032,,,,,,0,20.010000,132.473000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 7340032 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_single_7n8_blosc,23,grover_single_7n8,grover,blosc,7340032,,,32768,8,4,0,82.020000,12.051000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 7340032 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_single_7n8_zfp,23,grover_single_7n8,grover,zfp,7340032,FixedPrecision,40,32768,8,4,0,710.247000,60.586000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 7340032 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.85270883275206e-09,1.726448317640461e-09,2.4070559757695606e-09,8.3107695469684722e-13,1.3444794166872498e-09,1.3442902346838537e-09,7340032
q23_grover_multi_dense,23,grover_multi,grover,dense,"1048576,4194304,7340032",,,,,,0,12.007000,132.578000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576,4194304,7340032 --strategy dense",reference,true,0,0,0,0,0,0,0
q23_grover_multi_blosc,23,grover_multi,grover,blosc,"1048576,4194304,7340032",,,32768,8,4,0,48.012000,12.203000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576,4194304,7340032 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q23_grover_multi_zfp,23,grover_multi,grover,zfp,"1048576,4194304,7340032",FixedPrecision,40,32768,8,4,0,414.149000,60.648000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 23 1048576,4194304,7340032 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,8.2831660422128975e-10,7.5328898674342781e-10,1.860706290974855e-09,6.4244044736832972e-13,3.9776726357132475e-10,1.1933265486874234e-09,1048576
